reg_id	date	day	init_I0	init_H0	obs_id	obs	isolation	popsize	ascertainement	ascertainementmin	ascertainementmax	ascertainementsd	IDname
REG-75	2020-03-08	3	3	0	2	8	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-09	4	3	0	2	2	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-10	5	3	0	2	5	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-11	6	3	0	2	4	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-12	7	3	0	2	12	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-13	8	3	0	2	6	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-14	9	3	0	2	13	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-15	10	3	0	2	10	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-16	11	3	0	2	26	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-17	12	3	0	2	37	0	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-18	13	3	0	2	27	1	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-19	14	3	0	2	42	1	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-20	15	3	0	2	59	1	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-75	2020-03-21	16	3	0	2	48	1	5999982	0.031654162200786	0.0253999197293733	0.0419945018485164	0.046546453609735	NAquitaine
REG-84	2020-02-28	0	5	0	1	5	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-02-29	1	5	0	1	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-01	2	5	0	1	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-02	3	5	0	1	26	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-03	4	5	0	1	3	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-04	5	5	0	1	9	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-05	6	5	0	1	15	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-06	7	5	0	1	11	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-07	8	5	0	1	27	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-08	9	5	0	1	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-09	10	5	0	1	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-10	11	5	0	1	109	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-11	12	5	0	1	53	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-12	13	5	0	1	65	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-13	14	5	0	1	87	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-14	15	5	0	1	38	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-15	16	5	0	1	69	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-16	17	5	0	1	95	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-17	18	5	0	1	92	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-18	19	5	0	1	148	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-19	20	5	0	1	156	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-20	21	5	0	1	87	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-21	22	5	0	1	165	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-22	23	5	0	1	165	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-23	24	5	0	1	299	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-24	25	5	0	1	127	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-25	26	5	0	1	236	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-02-29	1	5	0	2	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-01	2	5	0	2	0	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-02	3	5	0	2	9	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-03	4	5	0	2	2	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-04	5	5	0	2	2	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-05	6	5	0	2	1	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-06	7	5	0	2	3	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-07	8	5	0	2	4	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-08	9	5	0	2	3	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-09	10	5	0	2	14	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-10	11	5	0	2	14	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-11	12	5	0	2	13	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-12	13	5	0	2	27	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-13	14	5	0	2	37	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-14	15	5	0	2	40	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-15	16	5	0	2	29	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-16	17	5	0	2	46	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-17	18	5	0	2	63	0	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-18	19	5	0	2	57	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-19	20	5	0	2	67	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-20	21	5	0	2	100	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-84	2020-03-21	22	5	0	2	81	1	8032377	0.0305831939185818	0.0268944868882924	0.0366927248397775	0.046546453609735	AURA
REG-24	2020-03-06	0	9	0	1	9	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-07	1	9	0	1	5	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-08	2	9	0	1	0	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-09	3	9	0	1	0	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-10	4	9	0	1	2	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-11	5	9	0	1	2	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-12	6	9	0	1	10	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-13	7	9	0	1	3	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-14	8	9	0	1	21	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-15	9	9	0	1	17	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-16	10	9	0	1	19	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-17	11	9	0	1	13	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-18	12	9	0	1	25	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-19	13	9	0	1	29	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-20	14	9	0	1	62	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-21	15	9	0	1	35	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-22	16	9	0	1	37	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-23	17	9	0	1	70	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-24	18	9	0	1	89	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-25	19	9	0	1	111	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-07	1	9	0	2	0	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-08	2	9	0	2	1	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-09	3	9	0	2	1	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-10	4	9	0	2	1	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-11	5	9	0	2	0	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-12	6	9	0	2	1	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-13	7	9	0	2	1	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-14	8	9	0	2	2	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-15	9	9	0	2	5	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-16	10	9	0	2	6	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-17	11	9	0	2	10	0	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-18	12	9	0	2	5	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-19	13	9	0	2	13	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-20	14	9	0	2	15	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-24	2020-03-21	15	9	0	2	4	1	2559073	0.0337256976590398	0.028000439222576	0.0423940149625935	0.046546453609735	Centre
REG-27	2020-03-02	0	4	0	1	4	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-03	1	4	0	1	5	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-04	2	4	0	1	3	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-05	3	4	0	1	23	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-06	4	4	0	1	39	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-07	5	4	0	1	51	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-08	6	4	0	1	0	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-09	7	4	0	1	0	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-10	8	4	0	1	17	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-11	9	4	0	1	9	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-12	10	4	0	1	64	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-13	11	4	0	1	53	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-14	12	4	0	1	67	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-15	13	4	0	1	73	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-16	14	4	0	1	95	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-17	15	4	0	1	42	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-18	16	4	0	1	44	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-19	17	4	0	1	103	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-20	18	4	0	1	74	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-21	19	4	0	1	133	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-22	20	4	0	1	275	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-23	21	4	0	1	169	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-24	22	4	0	1	163	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-25	23	4	0	1	59	1	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
REG-27	2020-03-03	1	4	0	2	10	0	2783039	0.078898180029513	0.0631744781410004	0.105042567125082	0.046546453609735	BFC
